Date,Message,Profile,Network,Like,comment,Shares,interaction rate,Message-ID,Profile-ID,Link
10/17/2025,"What’s in a name? In the case of the 2026 Maserati MCPURA, it doesn’t appear to be much more than new front and rear bumper facias inspired by the race-face GT2 Stradale version, a new signature color called AI Aqua Rainbow, an interior now more fully wrapped in Alcantara, and a new steering wheel. Otherwise, the MCPURA is virtually identical to the MC20, a car that when it launched in 2020 was Maserati’s first mid-engine supercar since the 1972 Merak. Tap the link in the bio for the full story.

#Maserati #MCPURA #MaseratiMCPURA #MotorTrend",MotorTrend,INSTAGRAM,2889,67,2956,0.13%,1.81037E+16,19922246,https://www.instagram.com/p/DP7KAXwD1Hg/
10/11/2025,"Review de makes de várias marcas ??

• hidratante facial da melu.brasil 
• sérum glow da melu.brasil 
• base super fixo da rubykissesbrasil 
• corretivo super fixo da rubykissesbrasil 
• blush iluminador stick êxtase da contem1g.oficial 
• pó solto areia das dunas da melu.brasil 
• pó compacto super fixo da rubykissesbrasil 
• pó compacto matificante ultrafine da dallaoficial 
• paleta de sombras electric purple da contem1g.oficial 
• máscara de cílios marrom ferocious da contem1g.oficial 
• aqua tint beijo tropical da melu.brasil 
• lip oil nectar do paraíso da melu.brasil 
• gloss tint ôlinda da melu.brasil 
• lip gloss ginga da melu.brasil 
• demaquilante spray aerosol da dallaoficial
mhcomm_agencia 

#maquiagem #review",CAROL CARDOSO,INSTAGRAM,2820,102,2922,1.25%,1.8079E+16,307334067,https://www.instagram.com/reel/DPr2nYMEfS2/
10/4/2025,"“I was always fascinated by how much the eyes say,” Christian Louboutin.

Les Yeux Noirs Aqua Extrema, the new waterproof mascara.

#ChristianLouboutin
#LouboutinBeauty
#LesYeuxNoirs",Christian Louboutin Beauty,INSTAGRAM,2854,61,2915,1.31%,1.78671E+16,4481031351,https://www.instagram.com/p/DPYob82D5EL/
10/20/2025,"Fakta baru terungkap di balik tragedi ledakan kapal Federal II di galangan PT ASL Shipyard, Tanjunguncang, Batam, yang menewaskan belasan pekerja. Dugaan kuat menyebutkan bahwa tangki kapal belum menjalani proses tank cleaning atau pembersihan sisa minyak sebelum pekerjaan pengelasan dilakukan. Informasi ini diperoleh dari keterangan sejumlah pekerja yang selamat. Dua hari sebelum kejadian, tim fitting dari salah satu subkontraktor sudah memperingatkan pihak safety PT ASL bahwa bagian dalam tangki masih dipenuhi kerak minyak hitam yang mudah terbakar. “Itu yang warna hitam semua kerak minyak, belum dibersihkan. Tapi bukannya disuruh stop kerja, malah disuruh standby air di botol Aqua, jadi kalau terbakar tinggal siram,” ungkap salah satu pekerja tim Rotary, yang diketahui menjadi kelompok dengan jumlah korban terbanyak.

#batamnews #batam #kecelakaankerja #kelalaiank3",Batamnews,FACEBOOK,1730,558,2906,1.62%,2906876289384922_1407118621414106,2.90688E+15,https://www.facebook.com/504876721638305/posts/1407118621414106
10/26/2025,"Sorghum Silage Ready; Bring In The Cattle!

Three years after our small company, the Southseas Agri-Aqua Ventures Inc. (SAAVI), introduced Sorghum farming in Central Mindanao, we are now all set to contribute to the development of the Cattle and Small Ruminants Industry with the Sorghum Silage.

This was not an easy journey for us because convincing farmers to plant Sorghum and finding market for the grains proved to be great challenges.

Today, we have established our footing and we are ready to produce the Sorghum Silage needed by our Cattle Raisers.

Our seeds are ready and the equipment needed for Silage Production are in place.

Ready na ang pagkain, Baka na lang ang kailangan ng mga magsasaka.

Now, the ball is in the hands of government.

#GovernanceIsCommonSense!
#KungGustoMaramingParaan!",MannyPiñol,FACEBOOK,2268,74,2883,0.21%,351448724937603_1384244353071463,3.51449E+14,https://www.facebook.com/reel/803873388940197/
10/10/2025,"Vem komigo esquecer que usou biorebr Aqua Rich você também! Hahaha A experiência com proteção solar para o rosto muda TANTO depois dele, que fica difícil lembrar como era a vida antes, juro!

#Biorebr #BioreAquaRich 
#EsqueceQuePassou #biorelovers",Karol Pinheiro,INSTAGRAM,2782,78,2860,0.28%,1.80569E+16,569782,https://www.instagram.com/reel/DPpH0iAkbZs/
10/10/2025,"With the final phase now open, the Aqua Line has become Mumbai’s first and the country’s longest fully underground Metro ?? ?? 

The Aqua Line runs between Cuffe Parade and Aarey (JVLR), with fares starting at just ₹20.

It’s recommended to book your ticket online through the MetroConnect3 app, as some stations may have poor network connectivity.

[mumbai, metro, aqua line, underground, travel, aqua, india, mumbaikar, cuffe parade, csmt]

#aqualine #mumbaimetro #mumbaimetroline3 #mumbaikar #mygovindia #reelsvideo #travel",Gaurang | Travel,INSTAGRAM,2832,27,2859,33.00%,1.79409E+16,52131614700,https://www.instagram.com/reel/DPnXq0YAkdv/
10/26/2025,"⭕️WASPADA TIPU DAYA BRAND TERAFILIASI⭕️

Bijak sebelum membeli, kalau kalian belum tergerak boikot karena aspek afiliasi, masih banyak aspek lain yang membuat brand terafiliasi harus di boikot, terlebih mereka memiliki ciri khas yang sama yaitu:

1. Tipu daya fungsi produk melalui iklan
2. Tidak sehat
3. Overprice
4. Pendukung LaGiBeTe
5. Antek asing

Sudah saatnya kembali kepada brand lokal, brand tetangga, brand kerabat yang terbukti bisa memajukan ekonomi umat & bangsa, dan mempercepat runtuhnya brand terafiliasi.

Punya kisah skandal brand terafiliasi lainnya? Sharing di kolom komentar ya..

#Buycut #Boycott #Skandal #Scandal #Aqua",Habib AMA,INSTAGRAM,2789,42,2831,2.64%,1.79567E+16,212887213,https://www.instagram.com/reel/DQQQhcpEif8/
10/23/2025,"TERBONGKAR Rahasia Aqua, Ternyata dari Sumur Bor, Dedi Mulyadi: Saya Kira Dari Mata Air",Tribun Medan,FACEBOOK,1451,758,2802,0.09%,101746656537875_1247345540763401,1.01747E+14,https://www.facebook.com/360608709437093/posts/1247345540763401
10/22/2025,"Pernah terpikir dari mana asal air mineral yang kita minum setiap hari? Setiap tetes AQUA memiliki perjalanan panjang yang dimulai dari air hujan di lereng pegunungan terpilih. Air itu meresap perlahan ke dalam tanah, melewati lapisan batuan selama bertahun-tahun, hingga menjadi air mineral alami yang kaya manfaat.

AQUA dipilih dari sumber air pegunungan berdasarkan sembilan kriteria, lima tahapan, dan satu tahun penelitian. Airnya berasal dari aquifer tertekan yang terlindungi secara alami, bebas dari kontaminan dan tetap mengandung mineral alami.

Ini yang bikin AQUA beda karena tidak semua air itu AQUA.

#infojawabarat #jawabarat #jabaristimewa #bogor #subang #bekasi #bogor #sukabumi #cianjur",INFO JAWA BARAT,INSTAGRAM,2042,747,2789,0.25%,1.81776E+16,4050504207,https://www.instagram.com/reel/DQG1QOKiYID/
10/21/2025,"Emang ada ya, mau main badminton tapi belum tidur? ??
Ya Puspa dong! Tapi tenang guys, yang main bukan Puspa kok~
Soalnya ini Haier–AQUA Cup Regional Badminton Tournament 2025 di Bali! ??
Dari awal masuk udah rame banget — ada sambutan dari Haier Southeast CEO & Haier Indonesia President Director, sampai tarian Bali di opening ceremony ??
Puspa dateng buat nyemangatin tim AQUA dari tribun!
Terus ikutan seru-seruan di booth AQUA Elektronik ??
Mulai dari badminton virtual, Healthy Air Challenge, sampai Smart Laundry Challenge ??
Banyak banget fitur keren dari produk AQUA — dari AC yang bisa sterilkan udara, TV jernih banget, sampai mesin cuci pintar yang bisa ngatur dosis otomatis! ??
Seru banget hari ini, full of fun & energy bareng AQUA Elektronik!
Selamat untuk para juara Haier–AQUA Cup Regional Badminton Tournament 2025! ??✨

aqua.elektronik #HaierAQUACup2025 #AQUAElektronik #AQUASmarthome #BadmintonTournament #GlobalNo1 #RegionalCup2025",Ayu Puspa.A.P,INSTAGRAM,2766,12,2778,0.13%,1.79272E+16,21043975601,https://www.instagram.com/reel/DQD9KhRjtdJ/
10/23/2025,"Я люблю відчуття нового старту. Aqua Миргород Detox — це мій перший крок до перемоги щодня. 

aquamyrgorod",DARIA BILODID??????,INSTAGRAM,2721,27,2748,0.56%,1.80857E+16,316962249,https://www.instagram.com/p/DQJAuWpEWqI/
10/4/2025,"The Wila Krungthep cat, also known as the Mocha cat, is a rare and distinct Thai cat breed difficult to find today, and its population remain extremely small.
.
The Wila Krungthep cat is notable for its pale brown mocha coat and striking blue or light aqua eyes. It is considered a new Thai breed because its DNA does not match any other cat species in the world. The very first Wila Krungthep cat was discovered on Silom Road in the heart of Bangkok.
.
Conservationists and cat lovers are working to protect and preserve these rare cats, which are now regarded as an important part of Thailand’s cultural and natural heritage. Efforts aim to ensure their survival and raise awareness about their uniqueness.
.
#WilaKrungthepCat #Catlovers #RareThaiBreeds #แมววิฬาร์กรุงเทพ",The Nation Thailand,FACEBOOK,1521,170,2719,0.66%,147232991936_1221624226657576,1.47233E+11,https://www.facebook.com/356435996509741/posts/1221624226657576
10/27/2025,"#Repost balletwithisabella
HOW BALLET DANCERS SLEEP ??

I don’t know what it is, but lying like a pencil is just not an option. Starfish all the way. 

Somehow we make it back to the starting position for the morning… 

Can you relate? ????

——
#sleep #ballerina #ballet #balletdancer #reels #pov #dance #dancer #funny #viral 
—-
BALLET WITH ISABELLA
Your Secret weapon to excellence 
Classes, Courses, Plans, Intensives 
——-
#arabesque #balletcoach #ballet #worldwideballet #swim #balletinwater #aqua
#vaganova #ballettips #balletlessons #balletteacher #balletlessons #balletwithisabella #arabesque #worldwideballet #bedtime #bed #sleepwell #becomfident #adultballet #balletjumps #balletteacher #flexibility",Só Bailarinos,INSTAGRAM,2653,21,2674,0.51%,1.83752E+16,4285341586,https://www.instagram.com/reel/DQUm5pXCbCU/
10/22/2025,"Gimana nih tanggapannya warga? 

Dalam sebuah sidak ke lapangan, Dedi Mulyadi mendadak emosi setelah mendengar pengakuan sopir truk pengangkut Aqua yang mengaku digaji di bawah UMR. Sang sopir menceritakan bahwa ia harus bekerja dari pagi hingga malam dengan beban kerja berat, namun penghasilannya tak sebanding. Dedi pun menyoroti ketimpangan ini, apalagi perusahaan yang mereka layani diketahui meraih keuntungan hingga triliunan rupiah setiap tahun. Momen tersebut menuai perhatian publik dan memicu perbincangan soal kesejahteraan para pekerja di lapangan.",FEED WARGA,INSTAGRAM,2621,52,2673,1.49%,1.79512E+16,3402935747,https://www.instagram.com/reel/DQG8LYhkg_Q/
10/17/2025,"BENEFITS OF A GOOD VOCABULARY! 
My husband recently called an old engineering buddy of his and asked what he was working on these days. ?? 
He replied that he was working on ""aqua-thermal treatment of ceramics, aluminum, and steel under a constrained environment."" ??️?? 
He was impressed — until he learned that his buddy was actually just washing dishes with hot water under his wife's supervision. ??️????",Little Church Mouse,FACEBOOK,558,54,2673,0.29%,612153758839841_1364017275088021,6.12154E+14,https://www.facebook.com/225520005604426/posts/1364017275088021
10/16/2025,"25 พิกัดที่เที่ยวที่กินคาเฟ่โอซาก้า
แบบไม่ออกนอกเมืองเที่ยวง่ายไปเองได้
พร้อมแพลนทริปการเดินทางแบบง่ายๆ

โอซาก้า… เมืองที่ไปกี่ครั้งก็ไม่เคยพอ ทริปนี้คือที่สุดของการกิน–เที่ยว–ช้อปจริงๆ เดินไปทางไหนก็มีของอร่อยให้ลอง แวะตรงไหนก็มีมุมให้ถ่ายรูปเก็บโมเมนต์ เที่ยวจนฟิน เดินจนขาล้า แต่ยังไม่อยากกลับ รู้ตัวอีกที กระเป๋าตังค์ก็เบาลงเพราะแหล่งช้อปนี่แหละ ใครที่กำลังแพลนมา บอกเลยว่าต้องเตรียมใจ เตรียมกระเป๋า แล้วปล่อยตัวเองให้สนุกกับเมืองนี้แบบเต็ม

แพลนโอซาก้า 3 วัน 2 คืน โดยใช้ Osaka Amazing Pass (2 วัน) แบบไม่ต้องจ่ายเพิ่ม พร้อมพิกัดเดินทางด้วยรถไฟใต้ดิน/รถไฟ JR และทางออกให้เรียบร้อยตามนี้ค่า (อันนี้จัดมาให้เป็นแนวทางหากที่เที่ยวเยอะไปกลัวไม่ทันสามารถตัดออกได้ตามที่สะดวกเลยค่ะ)

?? Day 1 – ตะลุยฝั่งตะวันตก (Amazing Pass Day 1)
เช้า
* Osaka Castle (MORINOMIYA Sta. Exit 3B / Tanimachi 4-chome Exit 1B)เดินชมรอบปราสาทและขึ้นชมวิวด้านบน ปราสาทงดงามและเป็นแลนด์มาร์กหลัก
* Osaka City Hall + Aqua Liner Cruise (Yodoyabashi Sta. Exit 1)ใช้พาสขึ้นเรือ Aqua Liner ชมวิวแม่น้ำรอบ Nakanoshima
เที่ยง
* แวะเดินเล่นย่าน Kitahama คาเฟ่/สถาปัตยกรรมสวยๆ
บ่าย
* Umeda Sky Building Floating Garden (Umeda Sta. Exit 9)จุดชมวิว 360 องศา เห็นทั้งเมืองโอซาก้า
* HEP FIVE Ferris Wheel (Umeda Sta. Exit 5)ใช้พาสขึ้นฟรี มุมถ่ายรูปแดงสดกลางเมือง
เย็น
* Yakiniku Rikimaru (สาขา Umeda) (Umeda Sta. เดิน 7 นาที)เนื้อย่างคุณภาพดี ราคาคุ้ม

?? Day 2 – ตะลุย Osaka Bay + Minami (Amazing Pass Day 2)
เช้า
* Tempozan Giant Ferris Wheel (Osakako Sta. Exit 1)ฟรีด้วยพาส มุมสูงเห็นอ่าวโอซาก้า
* Santa Maria Sunset Cruise (Tempozan Harbor Village, Osakako Sta.)ใช้พาสนั่งเรือจำลองของโคลัมบัส
เที่ยง
* Unagi Kushiyaki Izumo (Namba Sta. Exit 15B)ปลาไหลย่างซอสสูตรพิเศษ
บ่าย
* Tsutenkaku Tower + Tower Slider (Ebisucho Sta. Exit 3)แลนด์มาร์กย่าน Shinsekai พร้อมสไลเดอร์กระจก
* แวะกิน Kushikatsu Daruma (Dotonbori)
เย็น
* เดิน Shinsaibashi-suji Shopping Street
* แวะ Donguri Republic – Shinsaibashi PARCO (ร้านจิบลิ)
* ของหวานปิดท้าย Rikuro Ojisan Cheesecake (Namba)
* ดินเนอร์: Chibo Okonomiyaki Restaurant (Shinsaibashi Sta. Exit 7)

?? Day 3 – คาเฟ่/ช้อปปิ้งก่อนกลับ (ไม่ใช้พาส)
เช้า
* Nakazakicho (Nakazakicho Sta. Exit 2)เดินย่านโบราณ บ้านไม้เก่า คาเฟ่ฮิปๆ
* Orange Street (Yotsubashi Sta. Exit 5)ถนนแฟชั่น เฟอร์นิเจอร์ เท่ๆ
เที่ยง
* Gyukatsu Motomura (Namba)กิวคัตสึกรอบนอกนุ่มใน
* Ryukishin Rize ราเม็งน้ำซุปไก่เข้มข้น
บ่าย
* ช้อปต่อที่ Kuromon Ichiba Market (Nippombashi Sta. Exit 10)
* ปิดท้ายด้วย KURA Sushi (Shinsaibashi) หรือ ร้าน Keitei (Takashimaya 7F, Namba Sta. Exit 14)

?? ร้านอาหาร/ขนมที่เหลือ (เลือกเสียบได้ตามเวลา)
* Maruyoshi (ไก่ย่างคุชิ) – Shinsaibashi
* Genrokuzushi (ซูชิสายพานดั้งเดิม) – Dotonbori
* Aizuya Honten (ทาโกะยากิสูตรต้นตำรับ) – Tamade Sta.
* Yakiniku Rikimaru (อีกสาขา Namba)

??ใครที่มีแพลนไปโอซาก้าแต่กลัวงบบานปลาย ต้องบอกเลยว่า ไทยเวียตเจ็ท คือคำตอบ! บินตรงจาก สุวรรณภูมิ → แวะต่อเครื่องไทเปแค่ 1 ชั่วโมง ก็ต่อเครื่องไปโอซาก้าได้สบายๆ  ไม่เสียเวลาเดินทางเยอะ แถมราคาก็จับต้องได้จริงๆ เรียกว่าใครก็สามารถบินได้ ไม่ต้องรอเงินเดือนออกก็จองตั๋วได้แล้ว

?? เรื่องความสะดวกก็จัดเต็ม
* Check-in รวดเร็ว ไม่ต้องยืนต่อคิวนาน ประหยัดเวลาไปอีก
* บริการครบ ทั้งกระเป๋า โหลดง่าย ที่นั่งสบาย ไม่รู้สึกว่าบินประหยัดแล้วต้องทนลำบาก
* เส้นทางบินครอบคลุม มีไฟลต์ไปกลับหลายช่วงเวลา เลือกได้ตามไลฟ์สไตล์ของแต่ละคน
สำหรับใครที่เล็งโอซาก้าเป็นจุดหมายต่อไป อย่ามัวลังเล! ✨
บินประหยัด แต่คุ้มเกินราคา ต้อง ไทยเวียตเจ็ท เท่านั้น 
ลองเลยที่ www.vietjetair.com

#เวียตเจ็ทตัวจริงสุวรรณภูมิ #VietjetThailand #เที่ยวนี้บินเวียตเจ็ท",TravelHolic ชีวิตติดเที่ยว,FACEBOOK,900,95,2665,0.64%,227943817574990_1418530846302090,2.27944E+14,https://www.facebook.com/851523779669469/posts/1418530846302090
